Disease,Patient_Count,Severity_Score,PPEkits,Beds,Doctors,Ventilator,Oxygen Cylinder
Severe_Trauma,395,2,144,26,4,0,16
Covid,122,3,219,54,3,9,39
Sepsis,91,4,280,132,36,16,92
Pneumonia,269,3,90,120,15,0,15
Pneumonia,230,1,19,38,6,3,8
Heart_Failure,473,2,72,44,12,4,40
Pneumonia,78,2,82,68,4,0,48
Stroke,450,3,291,36,24,3,48
Heart_Failure,343,1,53,43,1,0,12
Heart_Failure,240,1,40,29,4,0,23
Sepsis,262,2,190,74,2,8,46
Heart_Failure,430,3,279,93,9,6,18
Stroke,167,4,216,68,28,4,76
Sepsis,264,1,91,23,4,3,13
Sepsis,91,1,45,43,5,4,13
Stroke,97,3,252,72,9,6,51
Severe_Trauma,385,2,86,68,12,6,40
Sepsis,331,1,29,38,6,3,18
Heart_Failure,450,1,20,16,4,1,26
Heart_Failure,68,4,168,20,36,4,28
Sepsis,102,2,38,52,6,2,32
Sepsis,89,1,92,40,8,2,7
Stroke,443,4,72,40,12,8,100
Heart_Failure,147,3,111,36,21,6,15
Heart_Failure,385,4,48,84,16,16,36
Covid,407,3,39,84,18,9,69
Severe_Trauma,290,3,159,111,9,9,66
Severe_Trauma,275,2,114,30,16,8,10
Heart_Failure,250,2,134,68,8,4,48
Stroke,65,4,384,20,36,16,56
Severe_Trauma,150,2,90,16,6,2,36
Sepsis,422,1,14,27,1,0,6
Sepsis,238,1,51,30,4,0,20
Covid,454,1,66,5,7,0,15
Severe_Trauma,352,1,49,29,4,4,6
Severe_Trauma,352,1,73,30,3,4,6
Severe_Trauma,149,2,38,32,6,8,30
Heart_Failure,437,1,40,10,2,0,27
Covid,498,2,96,68,4,2,38
Pneumonia,307,3,264,108,27,3,78
Pneumonia,453,4,320,140,28,4,112
Pneumonia,119,4,56,72,20,0,68
Pneumonia,214,3,99,123,15,0,69
Stroke,179,4,384,72,36,8,32
Heart_Failure,351,1,63,28,4,3,24
Pneumonia,339,4,388,160,28,0,96
Severe_Trauma,67,3,84,48,3,3,27
Stroke,376,3,228,63,6,9,75
Heart_Failure,440,2,96,50,14,0,14
Pneumonia,497,1,20,38,6,2,24
Sepsis,318,1,60,39,9,3,28
Pneumonia,398,3,132,111,9,6,69
Stroke,130,4,224,108,24,12,48
Stroke,399,3,111,57,12,12,33
Heart_Failure,190,1,99,7,5,2,8
Covid,319,3,231,24,12,6,60
Covid,379,3,168,108,12,3,24
Pneumonia,390,4,340,92,8,8,32
Severe_Trauma,473,1,14,35,2,4,5
Sepsis,426,2,196,62,16,4,56
Sepsis,144,2,166,50,2,2,40
Heart_Failure,216,1,45,30,6,3,22
Covid,139,4,220,44,28,8,100
Sepsis,67,4,176,100,16,0,24
Heart_Failure,384,2,134,56,2,2,40
Heart_Failure,277,1,20,40,8,4,12
Severe_Trauma,137,1,34,31,4,0,13
Pneumonia,271,4,44,164,32,16,92
Pneumonia,319,3,141,21,12,0,66
Sepsis,406,1,50,9,8,4,5
Covid,384,1,18,7,5,3,27
Heart_Failure,475,2,34,68,12,8,50
Sepsis,280,2,142,48,12,2,58
Sepsis,149,3,84,18,3,3,24
Severe_Trauma,143,1,73,48,8,2,7
Pneumonia,148,3,123,36,27,3,84
Heart_Failure,284,3,114,51,21,12,36
Sepsis,410,2,104,28,12,2,24
Stroke,309,1,28,19,7,2,29
Sepsis,200,1,81,41,1,2,12
Sepsis,334,1,80,24,1,3,12
Heart_Failure,382,1,23,46,7,2,13
Covid,251,3,93,144,18,0,42
Heart_Failure,320,1,79,26,3,3,15
Covid,169,2,76,58,18,2,46
Heart_Failure,189,1,73,8,8,1,15
Pneumonia,63,2,56,42,14,8,26
Heart_Failure,380,3,75,123,15,6,75
Sepsis,160,2,56,40,4,6,18
Pneumonia,483,1,10,35,6,0,23
Sepsis,351,2,86,72,14,2,18
Sepsis,196,3,81,132,15,3,84
Sepsis,268,3,246,60,9,6,27
Severe_Trauma,152,4,120,168,16,12,36
Severe_Trauma,402,3,129,117,24,0,84
Sepsis,90,2,50,56,8,4,50
Stroke,282,3,219,81,24,3,78
Sepsis,53,2,122,70,16,4,34
Sepsis,351,3,255,102,24,0,15
Stroke,99,4,292,48,28,16,36
Severe_Trauma,441,1,81,9,6,2,20
Pneumonia,131,3,117,132,24,9,15
Pneumonia,162,3,279,132,6,9,72
Sepsis,484,3,207,42,27,3,57
Severe_Trauma,467,1,39,43,8,4,8
Covid,440,4,144,28,12,0,108
Heart_Failure,263,2,114,88,10,4,46
Stroke,495,4,200,116,32,8,48
Heart_Failure,451,4,136,136,4,4,52
Covid,302,2,156,20,12,6,16
Severe_Trauma,435,4,100,28,32,4,28
Sepsis,391,3,66,78,15,12,15
Severe_Trauma,398,2,62,52,2,2,50
Severe_Trauma,60,1,95,34,5,2,8
Covid,367,1,68,14,7,0,5
Heart_Failure,264,3,285,21,6,3,54
Pneumonia,198,3,186,78,27,0,36
Stroke,451,1,58,22,5,3,6
Pneumonia,259,1,65,38,3,4,7
Stroke,345,2,128,74,2,2,12
Heart_Failure,412,2,26,52,8,4,50
Covid,56,1,67,38,2,4,14
Covid,224,2,120,12,10,8,46
Covid,495,4,128,28,28,16,88
Covid,252,1,65,9,3,2,25
Pneumonia,403,2,192,86,4,8,58
Heart_Failure,329,1,77,27,9,2,15
Stroke,431,4,248,28,16,8,68
Heart_Failure,383,1,50,36,1,4,26
Stroke,200,2,154,44,4,6,30
Heart_Failure,146,3,189,63,15,12,54
Sepsis,457,3,63,24,18,3,75
Sepsis,210,3,93,114,9,0,87
Stroke,417,3,54,57,18,0,39
Pneumonia,483,4,392,52,28,0,24
Stroke,311,3,90,144,12,9,42
Heart_Failure,84,1,82,16,6,0,10
Severe_Trauma,152,3,207,105,9,9,18
Sepsis,441,2,172,26,18,4,10
Covid,106,3,90,69,15,12,21
Severe_Trauma,235,3,132,24,24,0,72
Pneumonia,428,2,120,94,12,0,54
Pneumonia,187,2,162,56,4,8,24
Sepsis,245,1,53,20,4,4,26
Covid,62,4,392,196,12,16,116
Pneumonia,81,4,68,140,20,4,100
Sepsis,297,1,25,41,5,0,11
Severe_Trauma,83,4,320,56,28,8,104
Heart_Failure,257,1,42,7,4,4,7
Stroke,103,1,22,29,6,4,6
Sepsis,405,2,48,66,12,0,56
Sepsis,453,4,172,84,12,4,116
Heart_Failure,292,3,129,48,12,12,24
Heart_Failure,115,1,81,44,2,1,16
Covid,338,3,285,135,9,12,75
Sepsis,247,4,280,184,4,8,88
Heart_Failure,67,4,104,192,28,12,36
Pneumonia,112,4,84,24,36,4,28
Stroke,67,4,312,152,24,16,108
Pneumonia,323,2,64,50,8,2,56
Severe_Trauma,433,1,57,42,3,4,24
Heart_Failure,94,4,160,136,24,0,60
Sepsis,149,4,320,92,28,12,44
Pneumonia,224,1,76,40,2,3,5
Heart_Failure,324,4,144,188,32,8,68
Pneumonia,372,1,62,39,2,4,27
Sepsis,273,2,46,78,10,0,50
Covid,68,1,33,12,9,2,21
Heart_Failure,484,3,273,45,21,0,15
Covid,115,2,92,84,14,6,58
Pneumonia,345,3,231,102,27,6,30
Severe_Trauma,425,4,260,32,16,16,96
Covid,141,3,63,42,12,3,72
Heart_Failure,164,4,56,36,4,4,80
Covid,464,4,392,152,4,4,80
Stroke,404,2,88,54,12,4,52
Pneumonia,139,4,152,184,8,12,116
Stroke,131,4,192,92,32,12,100
Stroke,392,3,87,24,6,9,69
Heart_Failure,51,1,72,27,2,1,16
Pneumonia,357,3,84,15,12,6,48
Sepsis,421,1,18,14,5,0,22
Stroke,280,1,25,23,8,4,28
Covid,282,4,168,120,28,0,48
Pneumonia,492,1,50,27,6,2,22
Pneumonia,287,2,128,88,12,8,32
Pneumonia,180,4,332,28,28,0,104
Sepsis,463,3,135,24,27,6,45
Covid,270,2,174,24,18,8,14
Sepsis,171,4,300,168,28,8,96
Covid,230,4,40,112,28,12,104
Stroke,263,3,243,42,21,6,21
Sepsis,173,4,272,48,36,8,28
Severe_Trauma,135,3,156,84,3,9,78
Heart_Failure,457,2,184,90,6,2,18
Covid,234,1,57,24,5,1,25
Heart_Failure,487,1,68,27,3,4,6
Covid,91,2,140,18,8,4,18
Heart_Failure,97,4,392,112,12,0,84
Covid,331,2,100,70,10,0,18
Heart_Failure,223,1,85,44,5,3,25
Heart_Failure,424,4,248,68,32,16,20
Stroke,291,3,150,147,12,9,81
Stroke,314,4,328,144,24,8,24
Pneumonia,244,1,97,5,3,2,26
Heart_Failure,324,1,50,46,5,0,7
Sepsis,142,4,220,144,20,4,96
Heart_Failure,460,4,284,180,8,4,72
Stroke,424,1,55,33,5,4,15
Heart_Failure,170,2,110,46,2,8,16
Stroke,310,2,66,66,8,8,46
Heart_Failure,317,1,70,19,5,3,13
Stroke,107,3,177,84,12,12,27
Heart_Failure,413,3,153,78,18,6,69
Pneumonia,322,1,79,31,1,0,9
Stroke,273,1,87,9,8,0,8
Sepsis,239,3,231,84,9,3,75
Pneumonia,496,4,392,152,16,0,52
Covid,305,2,52,26,12,0,48
Stroke,269,3,264,135,6,12,27
Stroke,82,2,60,20,6,6,42
Pneumonia,283,2,132,26,6,2,38
Pneumonia,204,1,17,23,7,3,16
Sepsis,152,4,196,128,4,16,112
Sepsis,485,1,80,41,8,2,16
Pneumonia,440,2,124,92,10,8,22
Heart_Failure,386,1,28,30,2,3,9
Pneumonia,453,1,43,16,9,0,5
Pneumonia,436,3,156,48,6,0,30
Stroke,241,3,33,27,6,3,42
Sepsis,324,1,83,13,8,0,8
Stroke,176,4,312,92,36,0,72
Severe_Trauma,417,2,64,66,14,4,48
Pneumonia,312,3,198,72,9,6,45
Sepsis,137,2,152,20,6,2,32
Pneumonia,73,2,116,42,16,0,54
Stroke,360,2,156,42,10,6,50
Covid,270,2,138,92,14,4,28
Stroke,123,3,201,15,12,6,63
Stroke,265,2,112,18,14,4,46
Covid,465,4,220,112,4,8,76
Stroke,302,1,52,31,4,1,17
Sepsis,294,4,104,80,8,4,112
Covid,204,3,36,72,6,9,18
Stroke,332,1,71,33,2,0,16
Sepsis,405,2,96,14,6,6,12
Pneumonia,198,4,388,24,32,12,20
Heart_Failure,370,4,232,180,16,0,48
Severe_Trauma,113,4,320,176,12,8,32
Severe_Trauma,225,1,83,43,2,3,28
Heart_Failure,256,1,80,15,8,0,13
Sepsis,445,1,82,28,7,3,26
Heart_Failure,122,3,207,45,15,6,21
Covid,55,4,68,108,20,12,100
Sepsis,204,2,174,12,16,0,38
Pneumonia,409,4,240,148,12,0,40
Pneumonia,232,2,104,86,16,0,54
Sepsis,452,2,36,54,10,6,30
Sepsis,279,3,81,75,9,0,75
Severe_Trauma,224,1,72,33,9,4,24
Pneumonia,222,2,154,82,10,8,36
Heart_Failure,212,1,54,27,2,3,19
Pneumonia,499,1,73,11,1,2,17
Stroke,58,2,184,26,4,6,48
Severe_Trauma,288,3,126,72,9,12,48
Pneumonia,479,3,183,141,27,6,63
Heart_Failure,249,1,16,17,8,2,20
Sepsis,205,2,62,96,6,2,28
Pneumonia,377,2,84,56,14,4,24
Covid,183,3,297,39,24,12,84
Stroke,73,3,162,21,21,3,42
Severe_Trauma,101,2,144,62,10,0,28
Pneumonia,355,2,34,80,16,8,16
Sepsis,143,1,34,11,5,3,21
Stroke,65,2,120,90,8,2,22
Pneumonia,354,4,120,140,8,16,32
Heart_Failure,81,4,352,180,4,12,108
Pneumonia,150,2,108,18,14,0,20
Pneumonia,283,3,144,75,18,6,21
Severe_Trauma,321,2,36,28,4,2,44
Heart_Failure,478,1,44,45,9,3,19
Pneumonia,368,3,207,24,24,9,30
Stroke,285,3,84,21,3,12,78
Sepsis,261,1,24,12,9,4,8
Severe_Trauma,403,1,46,44,7,3,8
Pneumonia,153,3,99,123,3,3,30
Severe_Trauma,175,2,186,24,18,4,46
Pneumonia,307,1,85,18,7,4,7
Covid,103,2,182,90,2,4,54
Sepsis,171,3,63,42,27,3,87
Stroke,56,1,36,31,7,3,29
Pneumonia,260,2,34,92,6,0,16
Heart_Failure,202,4,200,132,8,0,100
Covid,340,2,54,22,18,6,22
Heart_Failure,491,3,195,63,6,12,63
Severe_Trauma,372,3,141,132,12,9,81
Severe_Trauma,458,3,177,135,24,6,42
Severe_Trauma,269,2,170,30,8,6,38
Sepsis,69,3,33,141,27,0,30
Heart_Failure,276,3,168,39,6,9,75
Severe_Trauma,310,2,152,96,16,8,16
Severe_Trauma,305,4,164,196,16,8,116
Covid,201,1,84,36,3,3,14
Severe_Trauma,474,1,68,11,5,1,6
Stroke,244,2,156,62,18,8,36
Pneumonia,140,2,66,66,6,0,34
Stroke,153,2,102,76,18,2,34
Severe_Trauma,99,4,144,116,4,0,24
Pneumonia,204,2,80,30,4,2,14
Pneumonia,467,3,96,90,18,0,21
Heart_Failure,337,1,67,31,8,0,12
Covid,171,2,152,94,16,4,24
Stroke,232,3,96,48,24,6,69
Heart_Failure,268,4,68,164,16,12,92
Pneumonia,374,1,52,9,9,3,21
Stroke,264,1,83,17,8,1,11
Stroke,442,1,48,37,5,3,8
Covid,162,3,291,24,15,3,21
Pneumonia,495,1,87,8,3,3,28
Heart_Failure,432,3,156,54,9,12,84
Heart_Failure,202,1,19,41,6,2,5
Covid,269,2,160,44,8,8,42
Sepsis,441,3,168,63,27,6,27
Stroke,107,3,210,39,15,3,66
Pneumonia,213,4,360,132,16,4,64
Stroke,238,3,258,45,21,0,60
Stroke,133,3,156,45,27,9,42
Heart_Failure,114,1,49,34,7,2,12
Sepsis,431,4,80,56,32,16,40
Covid,461,2,134,20,12,6,58
Stroke,492,4,168,144,4,12,40
Heart_Failure,103,2,164,12,4,4,12
Severe_Trauma,442,4,288,32,32,4,96
Heart_Failure,128,4,276,32,12,8,64
Covid,430,4,340,60,4,0,76
Pneumonia,198,2,162,54,12,0,30
Pneumonia,255,1,34,13,4,2,6
Heart_Failure,347,2,196,82,14,0,16
Stroke,369,3,189,36,6,12,57
Heart_Failure,293,3,132,63,27,0,63
Sepsis,308,2,120,30,4,4,14
Stroke,456,3,54,36,3,12,42
Severe_Trauma,191,4,68,152,16,0,24
Heart_Failure,118,2,26,18,18,0,36
Pneumonia,237,1,10,28,5,1,21
Stroke,149,1,57,44,2,1,21
Pneumonia,390,3,156,105,6,9,36
Sepsis,143,2,196,40,14,2,56
Heart_Failure,179,1,67,5,3,4,23
Severe_Trauma,227,1,86,12,4,2,11
Pneumonia,296,2,192,36,4,2,28
Covid,371,4,52,88,16,12,64
Pneumonia,191,1,11,14,9,3,20
Sepsis,222,4,140,48,12,16,20
Sepsis,340,1,90,36,1,4,15
Pneumonia,387,4,372,148,36,12,92
Stroke,460,3,45,105,3,6,69
Severe_Trauma,488,1,35,49,1,4,7
Severe_Trauma,455,2,126,14,2,4,28
Severe_Trauma,351,1,41,38,8,1,8
Heart_Failure,441,2,34,16,16,2,28
Severe_Trauma,121,3,81,144,18,6,63
Severe_Trauma,134,2,32,34,16,0,16
Stroke,122,4,208,52,12,12,60
Sepsis,209,1,71,12,4,3,23
Severe_Trauma,466,3,243,78,15,3,45
Severe_Trauma,142,3,297,57,24,0,45
Severe_Trauma,253,2,176,38,10,4,54
Heart_Failure,353,4,68,172,36,8,92
Heart_Failure,357,3,252,141,12,6,69
Pneumonia,353,4,152,144,4,12,92
Severe_Trauma,163,3,135,108,6,9,48
Severe_Trauma,59,1,45,41,3,0,10
Sepsis,75,2,32,30,10,0,32
Heart_Failure,185,1,36,9,7,0,13
Sepsis,251,4,392,24,32,16,56
Covid,460,3,210,132,3,9,18
Severe_Trauma,313,2,134,82,14,6,44
Severe_Trauma,202,2,130,74,10,4,34
Covid,413,4,104,148,12,16,116
Pneumonia,107,4,240,64,12,4,84
Severe_Trauma,285,4,272,196,24,0,88
Sepsis,232,1,37,31,1,3,11
Heart_Failure,257,1,85,40,8,2,10
Covid,257,4,360,36,32,8,72
Severe_Trauma,139,3,234,129,18,6,30
Stroke,430,4,184,148,24,0,28
Pneumonia,90,4,204,144,8,4,52
Heart_Failure,281,4,232,160,12,16,72
Severe_Trauma,239,2,88,54,16,8,46
Covid,225,2,196,70,10,8,58
Sepsis,314,3,114,33,15,6,48
Sepsis,57,1,45,30,1,4,10
Severe_Trauma,278,2,84,16,10,6,50
Heart_Failure,355,4,196,152,4,0,108
Heart_Failure,80,3,261,105,12,3,21
Stroke,229,1,57,20,3,3,22
Stroke,310,1,52,14,2,1,7
Severe_Trauma,53,4,320,24,24,16,40
Pneumonia,354,1,30,19,4,2,22
Pneumonia,216,3,90,48,6,9,39
Covid,197,3,198,90,21,12,30
Heart_Failure,464,4,212,112,16,12,36
Sepsis,220,2,56,76,10,2,42
Covid,292,3,33,114,3,3,54
Covid,359,1,71,17,1,3,19
Heart_Failure,304,4,104,184,4,4,112
Covid,203,2,62,48,8,6,34
Stroke,431,1,32,14,9,1,29
Sepsis,91,4,340,108,20,8,28
Severe_Trauma,79,3,219,69,27,9,24
Stroke,431,3,243,66,3,3,72
Pneumonia,251,2,54,50,12,0,36
Covid,497,2,188,24,8,2,42
Severe_Trauma,243,1,24,10,6,3,22
Stroke,289,3,258,33,12,3,48
Sepsis,167,1,13,34,9,0,5
Heart_Failure,212,1,80,35,3,1,10
Severe_Trauma,376,2,136,74,18,0,46
Stroke,93,3,117,33,24,3,30
Heart_Failure,140,1,13,41,6,2,17
Sepsis,116,3,231,120,3,3,42
Stroke,98,3,36,129,18,6,42
Severe_Trauma,453,2,120,30,12,8,48
Heart_Failure,102,1,69,19,8,4,14
Heart_Failure,285,2,106,64,18,4,16
Pneumonia,214,1,48,22,3,4,7
Pneumonia,231,1,77,6,1,3,18
Sepsis,206,1,60,13,7,0,12
Heart_Failure,247,3,39,126,12,9,84
Stroke,422,2,90,50,4,8,16
Sepsis,312,3,120,66,18,6,78
Severe_Trauma,388,4,228,80,32,4,68
Sepsis,300,4,384,148,20,0,32
Stroke,405,4,196,192,16,8,108
Stroke,160,1,67,17,7,2,29
Heart_Failure,349,1,33,35,3,3,14
Sepsis,218,4,372,104,4,8,112
Heart_Failure,135,3,156,135,12,6,81
Covid,193,1,88,16,7,0,7
Stroke,459,1,84,19,7,3,10
Covid,362,3,60,126,15,9,69
Stroke,344,4,264,188,24,12,88
Severe_Trauma,93,4,356,72,24,0,56
Pneumonia,226,3,69,114,9,0,78
Severe_Trauma,388,2,198,46,6,0,46
Severe_Trauma,355,3,216,99,3,12,18
Covid,333,1,87,23,8,3,13
Stroke,84,3,96,84,3,0,81
Stroke,164,1,98,5,1,0,7
Sepsis,273,2,84,70,10,2,34
Severe_Trauma,172,1,95,34,6,3,9
Sepsis,260,3,144,72,9,0,78
Sepsis,188,4,252,164,24,12,112
Heart_Failure,131,1,19,10,4,2,16
Heart_Failure,403,4,204,48,24,12,28
Covid,367,2,138,98,6,8,26
Severe_Trauma,133,2,90,32,14,4,18
Heart_Failure,471,4,260,168,4,16,68
Covid,264,1,48,26,1,3,28
Severe_Trauma,62,3,237,144,9,6,81
Covid,208,2,114,36,8,6,30
Severe_Trauma,100,3,141,120,18,9,21
Pneumonia,278,3,216,63,9,9,51
Covid,430,2,76,40,14,4,56
Stroke,56,1,64,23,6,3,24
Heart_Failure,424,3,222,126,27,0,75
Stroke,420,3,261,42,15,9,57
Heart_Failure,322,1,96,43,3,1,5
Severe_Trauma,160,2,76,74,4,0,26
Heart_Failure,59,2,196,96,18,6,22
Covid,424,4,92,152,4,4,20
Heart_Failure,125,4,40,188,16,4,72
Heart_Failure,135,2,26,52,10,8,56
Covid,216,1,21,27,4,1,23
Pneumonia,342,2,116,62,6,8,48
Heart_Failure,236,3,138,87,6,9,24
Sepsis,445,4,84,20,8,4,88
Pneumonia,447,1,62,16,1,3,13
Pneumonia,451,2,90,88,8,6,44
Severe_Trauma,372,3,165,117,27,12,66
Heart_Failure,60,4,336,164,12,4,64
Stroke,462,4,44,28,4,16,40
Severe_Trauma,485,1,36,15,8,3,15
Pneumonia,319,2,74,24,8,4,24
Heart_Failure,428,4,392,120,36,4,24
Severe_Trauma,416,1,43,39,4,3,11
Sepsis,328,3,153,27,15,6,33
Covid,255,4,256,176,32,16,44
Heart_Failure,199,1,19,22,1,2,16
Sepsis,344,4,264,164,28,8,84
Heart_Failure,354,4,332,136,36,0,64
Stroke,261,4,208,136,16,8,28
Severe_Trauma,157,3,267,21,3,9,81
Stroke,66,3,153,27,27,3,42
Severe_Trauma,145,4,68,128,8,4,28
Pneumonia,378,3,276,45,18,3,72
Covid,262,1,61,28,8,4,12
Severe_Trauma,457,4,232,180,12,16,32
Covid,264,4,184,136,24,16,28
Heart_Failure,465,1,99,20,8,1,25
Covid,295,3,282,126,21,3,60
Pneumonia,152,1,12,21,6,2,9
Heart_Failure,123,3,252,15,3,6,75
Pneumonia,471,3,198,45,9,6,18
Pneumonia,459,1,14,40,1,2,25
Sepsis,178,4,184,108,20,12,112
Covid,312,3,213,81,3,12,21
Stroke,487,3,291,117,12,3,78
Heart_Failure,315,4,104,116,28,8,112
Sepsis,62,4,272,48,36,16,116
Sepsis,145,2,92,68,14,4,48
Heart_Failure,216,2,116,10,4,6,16
Heart_Failure,156,4,160,24,24,12,48
Sepsis,224,4,40,48,28,16,52
Heart_Failure,230,1,84,44,7,2,5
Covid,432,4,256,140,24,16,40
Covid,326,4,332,48,8,8,32
Pneumonia,457,3,129,87,3,9,45
Sepsis,361,2,28,14,4,6,40
Sepsis,278,2,54,46,4,0,32
Heart_Failure,335,2,30,66,16,6,10
Heart_Failure,74,3,264,21,12,9,66
Stroke,156,1,11,40,9,4,15
Pneumonia,237,1,56,31,4,3,26
Sepsis,115,2,174,22,16,6,12
Covid,473,4,344,148,16,8,68
Stroke,305,3,36,18,3,0,18
Stroke,219,2,128,46,12,6,30
Stroke,461,3,168,63,24,3,78
Pneumonia,289,1,50,30,6,0,24
Covid,60,2,92,64,14,6,14
Heart_Failure,65,1,79,23,2,2,17
Covid,380,2,86,18,8,2,12
Covid,432,2,80,22,14,6,56
Heart_Failure,411,2,170,88,2,0,22
Heart_Failure,472,2,94,56,18,8,30
Covid,83,1,12,30,3,2,5
Covid,267,1,98,41,5,0,28
Severe_Trauma,463,3,267,57,3,12,15
Sepsis,440,4,288,116,20,0,96
Heart_Failure,345,3,54,144,21,12,27
Pneumonia,282,4,260,120,4,16,80
Severe_Trauma,83,2,110,74,8,0,48
Covid,92,3,216,51,27,6,72
Stroke,174,1,29,5,9,0,23
Stroke,301,4,232,20,8,12,24
Stroke,418,1,25,43,6,0,27
Heart_Failure,368,1,75,31,9,0,9
Covid,127,2,184,12,2,4,58
Covid,275,2,26,38,6,2,16
Sepsis,418,4,188,188,36,8,100
Heart_Failure,94,3,177,144,21,6,18
Covid,153,4,76,196,8,4,24
Stroke,376,4,260,80,28,8,60
Sepsis,108,1,42,14,4,0,7
Severe_Trauma,84,4,48,44,24,8,92
Heart_Failure,255,4,304,124,20,16,52
Stroke,238,1,16,45,3,1,24
Sepsis,73,1,36,9,8,3,17
Heart_Failure,454,1,50,33,4,0,13
Sepsis,241,4,340,76,16,0,44
Severe_Trauma,110,2,182,88,6,8,48
Heart_Failure,396,1,90,7,3,0,11
Heart_Failure,136,4,328,120,20,16,80
Pneumonia,256,4,60,76,32,16,112
Covid,471,2,168,54,8,0,36
Sepsis,296,1,89,46,4,0,13
Sepsis,328,1,58,27,8,4,12
Stroke,63,1,29,49,3,1,29
Severe_Trauma,369,4,328,172,28,8,28
Stroke,104,4,356,20,28,4,112
Stroke,89,3,240,21,27,6,72
Pneumonia,249,4,288,188,8,16,28
Sepsis,309,1,25,33,5,3,15
Severe_Trauma,65,2,152,24,10,6,34
Stroke,153,4,88,60,32,16,60
Covid,389,1,28,5,2,1,21
Covid,495,4,52,100,28,0,56
Pneumonia,161,3,192,63,24,3,87
Pneumonia,391,4,308,80,20,0,40
Heart_Failure,381,1,46,26,4,0,21
Pneumonia,159,2,98,58,18,8,54
Severe_Trauma,198,3,261,108,3,0,66
Pneumonia,369,2,118,80,8,2,40
Severe_Trauma,487,3,66,90,15,6,54
Heart_Failure,408,4,272,172,36,12,64
Covid,298,3,180,51,18,6,45
Pneumonia,151,3,108,60,21,12,87
Pneumonia,68,2,86,46,14,8,58
Covid,191,3,174,129,24,6,87
Sepsis,456,4,288,104,24,16,48
Severe_Trauma,222,4,296,92,32,16,112
Sepsis,490,3,162,48,18,0,15
Pneumonia,319,4,224,44,4,12,92
Covid,303,3,87,135,12,6,51
Sepsis,179,2,80,96,8,2,40
Stroke,285,2,128,48,4,4,42
Covid,347,2,198,34,6,0,24
Pneumonia,321,1,21,20,9,4,10
Stroke,269,4,212,72,4,16,80
Sepsis,334,2,110,90,8,4,34
Severe_Trauma,498,3,48,114,18,9,51
Severe_Trauma,240,2,106,26,16,8,36
Severe_Trauma,280,4,236,20,8,4,96
Heart_Failure,94,2,112,20,16,2,10
Covid,228,3,93,111,24,0,63
Heart_Failure,193,1,58,23,8,3,27
Stroke,355,3,174,57,21,12,84
Heart_Failure,276,3,45,51,27,9,33
Heart_Failure,115,2,48,62,8,2,44
Heart_Failure,467,4,204,68,20,16,80
Stroke,74,2,78,30,4,8,32
Stroke,200,4,76,116,20,12,52
Pneumonia,181,1,19,41,6,1,17
Sepsis,214,4,184,64,36,16,72
Pneumonia,309,3,108,138,21,6,51
Stroke,268,2,90,20,18,8,24
Pneumonia,301,1,54,17,4,0,13
Heart_Failure,143,4,48,176,28,16,108
Sepsis,478,2,40,64,14,6,28
Stroke,269,3,54,36,21,3,75
Covid,310,2,196,10,2,2,10
Stroke,420,4,92,196,28,0,100
Pneumonia,493,1,51,27,2,3,26
Heart_Failure,63,2,80,74,6,2,44
Sepsis,434,3,168,93,12,9,84
Stroke,175,1,26,34,5,0,17
Sepsis,419,2,38,44,6,2,50
Covid,187,1,75,39,3,0,15
Pneumonia,296,1,50,22,4,1,8
Sepsis,289,3,198,132,12,6,21
Heart_Failure,164,3,81,78,9,6,39
Heart_Failure,290,3,153,81,3,0,39
Pneumonia,333,2,188,56,4,4,26
Heart_Failure,270,2,66,94,10,0,42
Pneumonia,182,2,36,86,4,0,42
Severe_Trauma,52,1,79,15,7,2,12
Heart_Failure,161,4,160,40,20,4,84
Severe_Trauma,137,2,106,72,10,0,50
Stroke,301,1,86,15,5,4,29
Heart_Failure,249,3,231,84,27,3,27
Severe_Trauma,127,1,80,33,2,0,25
Pneumonia,79,4,164,188,36,0,24
Severe_Trauma,214,1,80,30,8,2,29
Severe_Trauma,466,3,102,45,9,6,48
Heart_Failure,338,3,42,141,12,6,39
Stroke,187,2,184,78,18,8,32
Heart_Failure,156,1,42,17,3,1,17
Severe_Trauma,444,3,225,24,3,12,81
Severe_Trauma,75,1,62,46,2,3,24
Severe_Trauma,471,3,261,18,6,3,66
Stroke,369,4,204,180,28,0,116
Severe_Trauma,227,1,30,35,7,3,23
Heart_Failure,494,2,152,74,4,4,58
Heart_Failure,246,2,150,36,14,2,14
Pneumonia,127,2,174,88,8,8,16
Heart_Failure,275,1,35,43,6,3,7
Covid,140,1,47,41,9,1,29
Sepsis,294,2,66,22,6,0,26
Sepsis,208,2,186,14,6,8,56
Covid,165,2,54,42,16,0,48
Stroke,109,1,39,5,2,1,5
Covid,72,4,380,136,28,8,84
Stroke,426,1,65,48,7,2,11
Sepsis,487,1,57,16,7,1,13
Heart_Failure,369,2,102,68,10,8,28
Sepsis,271,3,135,99,21,9,63
Heart_Failure,192,4,256,20,16,4,108
Covid,112,4,152,188,20,8,68
Heart_Failure,230,2,34,80,12,4,54
Severe_Trauma,351,4,240,120,32,12,64
Severe_Trauma,369,3,141,27,21,3,69
Severe_Trauma,463,3,93,75,9,0,75
Severe_Trauma,373,4,124,100,20,8,96
Pneumonia,155,2,120,68,16,0,38
